City,State,Zip input,Miles,Roundtrip miles,RPM,Base rate,Fuel (32%),Linehaul + FSC
STANFIELD,AZ,85172,326,652,2.43,1584.36,506.9952,2091.3552
SANTA MONICA,CA,90403,327,654,2.43,1589.22,508.5504,2097.7704
TEMPE,AZ,85281,327,654,2.43,1589.22,508.5504,2097.7704
MEADVIEW,AZ,86444,328,656,2.43,1594.08,510.1056,2104.1856
YOSEMITE NATIONAL PARK,CA,95389,329,658,2.43,1598.94,511.6608,2110.6008
FELTON,CA,95018,330,660,2.43,1603.8,513.216,2117.016
ESCALON,CA,95320,330,660,2.43,1603.8,513.216,2117.016
PISMO BEACH,CA,93449,331,662,2.43,1608.66,514.7712,2123.4312
COULTERVILLE,CA,95311,331,662,2.43,1608.66,514.7712,2123.4312
WEST HOLLYWOOD,CA,90046,331,662,2.43,1608.66,514.7712,2123.4312
COYOTE,CA,95013,332,664,2.43,1613.52,516.3264,2129.8464
BULLHEAD CITY,AZ,86429,334,668,2.43,1623.24,519.4368,2142.6768
CAVE CREEK,AZ,85331,334,668,2.43,1623.24,519.4368,2142.6768
JAMESTOWN,CA,95327,335,670,2.43,1628.1,520.992,2149.092
WINTON,CA,95388,337,674,2.43,1637.82,524.1024,2161.9224
COLUMBIA,CA,95310,337,674,2.43,1637.82,524.1024,2161.9224
RIVERBANK,CA,95367,337,674,2.43,1637.82,524.1024,2161.9224
SAN JOSE,CA,95120,337,674,2.43,1637.82,524.1024,2161.9224
MEADOW VALLEY,CA,95956,337,674,2.43,1637.82,524.1024,2161.9224
SELMA,CA,93662,338,676,2.43,1642.68,525.6576,2168.3376
WIKIEUP,AZ,85360,338,676,2.43,1642.68,525.6576,2168.3376
YUCCA,AZ,86438,339,678,2.43,1647.54,527.2128,2174.7528
LOCKWOOD,CA,93932,339,678,2.43,1647.54,527.2128,2174.7528
SALINAS,CA,93901,339,678,2.43,1647.54,527.2128,2174.7528
MARINA,CA,93933,339,678,2.43,1647.54,527.2128,2174.7528
BLACK CANYON CITY,AZ,85324,339,678,2.43,1647.54,527.2128,2174.7528
SALOME,AZ,85348,340,680,2.43,1652.4,528.768,2181.168
KINGMAN,AZ,86401,340,680,2.43,1652.4,528.768,2181.168
CARMEL,CA,93923,341,682,2.43,1657.26,530.3232,2187.5832
MANTECA,CA,95336,341,682,2.43,1657.26,530.3232,2187.5832
QUARTZSITE,AZ,85346,342,684,2.43,1662.12,531.8784,2193.9984
EL NIDO,CA,95317,342,684,2.43,1662.12,531.8784,2193.9984
GUSTINE,CA,95322,343,686,2.43,1666.98,533.4336,2200.4136
CENTRAL,AZ,85531,343,686,2.43,1666.98,533.4336,2200.4136
CONGRESS,AZ,85332,345,690,2.43,1676.7,536.544,2213.244
CERES,CA,95307,345,690,2.43,1676.7,536.544,2213.244
TOPOCK,AZ,86436,345,690,2.43,1676.7,536.544,2213.244
ALVISO,CA,95002,345,690,2.43,1676.7,536.544,2213.244
LE GRAND,CA,95333,346,692,2.43,1681.56,538.0992,2219.6592
HICKMAN,CA,95323,346,692,2.43,1681.56,538.0992,2219.6592
GLENDALE,AZ,85308,346,692,2.43,1681.56,538.0992,2219.6592
SANTA CLARA,CA,95051,346,692,2.43,1681.56,538.0992,2219.6592
HUALAPAI,AZ,86409,347,694,2.43,1686.42,539.6544,2226.0744
PLANADA,CA,95365,347,694,2.43,1686.42,539.6544,2226.0744
CAMPBELL,CA,95008,347,694,2.43,1686.42,539.6544,2226.0744
FIREBAUGH,CA,93622,348,696,2.43,1691.28,541.2096,2232.4896
KINGMAN,AZ,86401,348,696,2.43,1691.28,541.2096,2232.4896
AVONDALE,AZ,85323,348,696,2.43,1691.28,541.2096,2232.4896
PEORIA,AZ,85345,349,698,2.43,1696.14,542.7648,2238.9048
FORT MOHAVE,AZ,86426,349,698,2.43,1696.14,542.7648,2238.9048
MERCED,CA,95340,349,698,2.43,1696.14,542.7648,2238.9048
MODESTO,CA,95355,349,698,2.43,1696.14,542.7648,2238.9048
JOHANNESBURG,CA,93528,349,698,2.43,1696.14,542.7648,2238.9048
FRESNO,CA,93720,350,700,2.43,1701,544.32,2245.32
BALLICO,CA,95303,350,700,2.43,1701,544.32,2245.32
LA PUENTE,CA,91744,351,702,2.43,1705.86,545.8752,2251.7352
SAN JOSE,CA,95125,351,702,2.43,1705.86,545.8752,2251.7352
SOQUEL,CA,95073,352,704,2.43,1710.72,547.4304,2258.1504
CROWN KING,AZ,86343,352,704,2.43,1710.72,547.4304,2258.1504
NEWARK,CA,94560,352,704,2.43,1710.72,547.4304,2258.1504
WHITTIER,CA,90603,353,706,2.43,1715.58,548.9856,2264.5656
AHWAHNEE,CA,93601,353,706,2.43,1715.58,548.9856,2264.5656
HORNITOS,CA,95325,353,706,2.43,1715.58,548.9856,2264.5656
MONTEREY,CA,93943,355,710,2.43,1725.3,552.096,2277.396
APTOS,CA,95003,355,710,2.43,1725.3,552.096,2277.396
SACRAMENTO,CA,95818,355,710,2.43,1725.3,552.096,2277.396
NIPOMO,CA,93444,357,714,2.43,1735.02,555.2064,2290.2264
HUGHSON,CA,95326,357,714,2.43,1735.02,555.2064,2290.2264
CLEMENTS,CA,95227,357,714,2.43,1735.02,555.2064,2290.2264
WADDELL,AZ,85355,358,716,2.43,1739.88,556.7616,2296.6416
BIG SUR,CA,93920,358,716,2.43,1739.88,556.7616,2296.6416
MOUNT HERMON,CA,95041,359,718,2.43,1744.74,558.3168,2303.0568
UNION CITY,CA,94587,359,718,2.43,1744.74,558.3168,2303.0568
OAKLAND,CA,94621,359,718,2.43,1744.74,558.3168,2303.0568
SAN JOSE,CA,95123,360,720,2.43,1749.6,559.872,2309.472
STOCKTON,CA,95208,360,720,2.43,1749.6,559.872,2309.472
EL MIRAGE,AZ,85335,360,720,2.43,1749.6,559.872,2309.472
SAN JOSE,CA,95118,361,722,2.43,1754.46,561.4272,2315.8872
LAFAYETTE,CA,94549,361,722,2.43,1754.46,561.4272,2315.8872
SANTA CRUZ,CA,95060,361,722,2.43,1754.46,561.4272,2315.8872
SOUTH SAN FRANCISCO,CA,94080,361,722,2.43,1754.46,561.4272,2315.8872
LONG BARN,CA,95335,362,724,2.43,1759.32,562.9824,2322.3024
FAIRFAX,CA,94930,362,724,2.43,1759.32,562.9824,2322.3024
BURSON,CA,95225,362,724,2.43,1759.32,562.9824,2322.3024
KINGS CANYON NATIONAL PK,CA,93633,363,726,2.43,1764.18,564.5376,2328.7176
AJO,AZ,85321,363,726,2.43,1764.18,564.5376,2328.7176
STOCKTON,CA,95202,363,726,2.43,1764.18,564.5376,2328.7176
SANTA CRUZ,CA,95062,363,726,2.43,1764.18,564.5376,2328.7176
TECATE,CA,91980,363,726,2.43,1764.18,564.5376,2328.7176
BASS LAKE,CA,93604,364,728,2.43,1769.04,566.0928,2335.1328
WITTMANN,AZ,85361,364,728,2.43,1769.04,566.0928,2335.1328
SAN JOSE,CA,95121,364,728,2.43,1769.04,566.0928,2335.1328
SAN JOSE,CA,95112,364,728,2.43,1769.04,566.0928,2335.1328
SARATOGA,CA,95070,364,728,2.43,1769.04,566.0928,2335.1328
SAN JOSE,CA,95125,364,728,2.43,1769.04,566.0928,2335.1328
MIDPINES,CA,95345,364,728,2.43,1769.04,566.0928,2335.1328
SEASIDE,CA,93955,365,730,2.43,1773.9,567.648,2341.548
EL PORTAL,CA,95318,365,730,2.43,1773.9,567.648,2341.548
SAN JOSE,CA,95129,365,730,2.43,1773.9,567.648,2341.548
LIVERMORE,CA,94550,366,732,2.43,1778.76,569.2032,2347.9632
CAMPBELL,CA,95008,366,732,2.43,1778.76,569.2032,2347.9632
SAN JOSE,CA,95132,366,732,2.43,1778.76,569.2032,2347.9632
LOOMIS,CA,95650,366,732,2.43,1778.76,569.2032,2347.9632
WATERFORD,CA,95386,367,734,2.43,1783.62,570.7584,2354.3784
SAN JOSE,CA,95122,367,734,2.43,1783.62,570.7584,2354.3784
ACAMPO,CA,95220,367,734,2.43,1783.62,570.7584,2354.3784
SAN JOSE,CA,95134,367,734,2.43,1783.62,570.7584,2354.3784
LAVEEN,AZ,85339,367,734,2.43,1783.62,570.7584,2354.3784
NAPA,CA,94559,367,734,2.43,1783.62,570.7584,2354.3784
OLEMA,CA,94950,367,734,2.43,1783.62,570.7584,2354.3784
LANCASTER,CA,93534,368,736,2.43,1788.48,572.3136,2360.7936
BOULDER CREEK,CA,95006,368,736,2.43,1788.48,572.3136,2360.7936
DAVENPORT,CA,95017,368,736,2.43,1788.48,572.3136,2360.7936
SAN JOSE,CA,95124,369,738,2.43,1793.34,573.8688,2367.2088
CAMPBELL,CA,95008,369,738,2.43,1793.34,573.8688,2367.2088
SAN JOSE,CA,95127,369,738,2.43,1793.34,573.8688,2367.2088
CANYON,CA,94516,369,738,2.43,1793.34,573.8688,2367.2088
PALO ALTO,CA,94306,369,738,2.43,1793.34,573.8688,2367.2088
SCOTTS VALLEY,CA,95066,370,740,2.43,1798.2,575.424,2373.624
RAIL ROAD FLAT,CA,95248,370,740,2.43,1798.2,575.424,2373.624
OROVILLE,CA,95966,370,740,2.43,1798.2,575.424,2373.624
SAN JUAN CAPISTRANO,CA,92693,371,742,2.43,1803.06,576.9792,2380.0392
LAKE HAVASU CITY,AZ,86403,371,742,2.43,1803.06,576.9792,2380.0392
WESTMINSTER,CA,92685,371,742,2.43,1803.06,576.9792,2380.0392
BUCKEYE,AZ,85326,371,742,2.43,1803.06,576.9792,2380.0392
MOSS LANDING,CA,95039,371,742,2.43,1803.06,576.9792,2380.0392
RODEO,CA,94572,371,742,2.43,1803.06,576.9792,2380.0392
MESA,AZ,85213,371,742,2.43,1803.06,576.9792,2380.0392
MORRISTOWN,AZ,85342,372,744,2.43,1807.92,578.5344,2386.4544
CASTROVILLE,CA,95012,372,744,2.43,1807.92,578.5344,2386.4544
ACTON,CA,93510,372,744,2.43,1807.92,578.5344,2386.4544
STOCKTON,CA,95205,372,744,2.43,1807.92,578.5344,2386.4544
TURLOCK,CA,95380,372,744,2.43,1807.92,578.5344,2386.4544
TRES PINOS,CA,95075,372,744,2.43,1807.92,578.5344,2386.4544
STOCKTON,CA,95204,372,744,2.43,1807.92,578.5344,2386.4544
SAN JOSE,CA,95111,372,744,2.43,1807.92,578.5344,2386.4544
HOLLISTER,CA,95023,372,744,2.43,1807.92,578.5344,2386.4544
FREMONT,CA,94538,372,744,2.43,1807.92,578.5344,2386.4544
DOLAN SPRINGS,AZ,86441,372,744,2.43,1807.92,578.5344,2386.4544
SAN LUCAS,CA,93954,373,746,2.43,1812.78,580.0896,2392.8696
SNELLING,CA,95369,373,746,2.43,1812.78,580.0896,2392.8696
SAN MARTIN,CA,95046,373,746,2.43,1812.78,580.0896,2392.8696
OAKLAND,CA,94612,373,746,2.43,1812.78,580.0896,2392.8696
SAN BRUNO,CA,94066,373,746,2.43,1812.78,580.0896,2392.8696
KEYES,CA,95328,374,748,2.43,1817.64,581.6448,2399.2848
REDWOOD ESTATES,CA,95044,374,748,2.43,1817.64,581.6448,2399.2848
MORGAN HILL,CA,95037,375,750,2.43,1822.5,583.2,2405.7
TOLLESON,AZ,85353,375,750,2.43,1822.5,583.2,2405.7
VALLEJO,CA,94590,375,750,2.43,1822.5,583.2,2405.7
SANTA CLARA,CA,95050,375,750,2.43,1822.5,583.2,2405.7
EAST PALO ALTO,CA,94303,375,750,2.43,1822.5,583.2,2405.7
HAYWARD,CA,94541,375,750,2.43,1822.5,583.2,2405.7
AMERICAN CANYON,CA,94503,375,750,2.43,1822.5,583.2,2405.7
DANVILLE,CA,94526,376,752,2.43,1827.36,584.7552,2412.1152
PRESCOTT VALLEY,AZ,86314,376,752,2.43,1827.36,584.7552,2412.1152
SUN CITY,AZ,85351,377,754,2.43,1832.22,586.3104,2418.5304
GILBERT,AZ,85234,377,754,2.43,1832.22,586.3104,2418.5304
SAN LEANDRO,CA,94579,377,754,2.43,1832.22,586.3104,2418.5304
PACIFICA,CA,94044,377,754,2.43,1832.22,586.3104,2418.5304
NEWHALL,CA,91321,377,754,2.43,1832.22,586.3104,2418.5304
FREMONT,CA,94538,378,756,2.43,1837.08,587.8656,2424.9456
DUBLIN,CA,94568,378,756,2.43,1837.08,587.8656,2424.9456
ASH FORK,AZ,86320,378,756,2.43,1837.08,587.8656,2424.9456
CONCORD,CA,94520,378,756,2.43,1837.08,587.8656,2424.9456
HIGLEY,AZ,85236,378,756,2.43,1837.08,587.8656,2424.9456
MOUNTAIN VIEW,CA,94035,378,756,2.43,1837.08,587.8656,2424.9456
SHAVER LAKE,CA,93664,379,758,2.43,1841.94,589.4208,2431.3608
STANDARD,CA,95373,379,758,2.43,1841.94,589.4208,2431.3608
MILLBRAE,CA,94030,379,758,2.43,1841.94,589.4208,2431.3608
MOUNTAIN VIEW,CA,94041,379,758,2.43,1841.94,589.4208,2431.3608
DATELAND,AZ,85333,379,758,2.43,1841.94,589.4208,2431.3608
FREMONT,CA,94536,379,758,2.43,1841.94,589.4208,2431.3608
GLENCOE,CA,95232,379,758,2.43,1841.94,589.4208,2431.3608
EL CERRITO,CA,94530,379,758,2.43,1841.94,589.4208,2431.3608
SAN FRANCISCO,CA,94124,379,758,2.43,1841.94,589.4208,2431.3608
MADERA,CA,93638,380,760,2.43,1846.8,590.976,2437.776
SAN JOSE,CA,95113,380,760,2.43,1846.8,590.976,2437.776
SANTA CLARA,CA,95050,380,760,2.43,1846.8,590.976,2437.776
ANGWIN,CA,94508,380,760,2.43,1846.8,590.976,2437.776
GLENDALE,AZ,85301,380,760,2.43,1846.8,590.976,2437.776
SAN FRANCISCO,CA,94134,380,760,2.43,1846.8,590.976,2437.776
PASADENA,CA,91106,380,760,2.43,1846.8,590.976,2437.776
MARYSVILLE,CA,95901,380,760,2.43,1846.8,590.976,2437.776
SAN JOSE,CA,95126,381,762,2.43,1851.66,592.5312,2444.1912
JEROME,AZ,86331,381,762,2.43,1851.66,592.5312,2444.1912
PALO ALTO,CA,94301,381,762,2.43,1851.66,592.5312,2444.1912
LOCKEFORD,CA,95237,381,762,2.43,1851.66,592.5312,2444.1912
VALLEJO,CA,94591,381,762,2.43,1851.66,592.5312,2444.1912
FRENCH CAMP,CA,95231,381,762,2.43,1851.66,592.5312,2444.1912
STOCKTON,CA,95207,382,764,2.43,1856.52,594.0864,2450.6064
COLORADO CITY,AZ,86021,382,764,2.43,1856.52,594.0864,2450.6064
OAKLAND,CA,94612,382,764,2.43,1856.52,594.0864,2450.6064
CALISTOGA,CA,94515,382,764,2.43,1856.52,594.0864,2450.6064
QUARTZSITE,AZ,85346,382,764,2.43,1856.52,594.0864,2450.6064
STOCKTON,CA,95213,383,766,2.43,1861.38,595.6416,2457.0216
TRACY,CA,95376,383,766,2.43,1861.38,595.6416,2457.0216
SANTA CLARA,CA,95054,383,766,2.43,1861.38,595.6416,2457.0216
SOUTH SAN FRANCISCO,CA,94080,383,766,2.43,1861.38,595.6416,2457.0216
SAN FRANCISCO,CA,94110,383,766,2.43,1861.38,595.6416,2457.0216
LINDEN,CA,95236,383,766,2.43,1861.38,595.6416,2457.0216
MENLO PARK,CA,94025,383,766,2.43,1861.38,595.6416,2457.0216
WOODSIDE,CA,94062,383,766,2.43,1861.38,595.6416,2457.0216
PACIFICA,CA,94044,383,766,2.43,1861.38,595.6416,2457.0216
YOUNTVILLE,CA,94599,383,766,2.43,1861.38,595.6416,2457.0216
EL MIRAGE,AZ,85335,384,768,2.43,1866.24,597.1968,2463.4368
SAINT HELENA,CA,94574,384,768,2.43,1866.24,597.1968,2463.4368
BENICIA,CA,94510,384,768,2.43,1866.24,597.1968,2463.4368
TRAVIS AFB,CA,94535,384,768,2.43,1866.24,597.1968,2463.4368
SAN FRANCISCO,CA,94123,384,768,2.43,1866.24,597.1968,2463.4368
QUINCY,CA,95971,384,768,2.43,1866.24,597.1968,2463.4368
ALTAVILLE,CA,95221,385,770,2.43,1871.1,598.752,2469.852
LOS ALTOS,CA,94022,385,770,2.43,1871.1,598.752,2469.852
MENLO PARK,CA,94025,385,770,2.43,1871.1,598.752,2469.852
SUTTER CREEK,CA,95685,385,770,2.43,1871.1,598.752,2469.852
IONE,CA,95640,385,770,2.43,1871.1,598.752,2469.852
PRESCOTT VALLEY,AZ,86314,385,770,2.43,1871.1,598.752,2469.852
SAN FRANCISCO,CA,94141,385,770,2.43,1871.1,598.752,2469.852
VALLECITO,CA,95251,386,772,2.43,1875.96,600.3072,2476.2672
FREMONT,CA,94536,386,772,2.43,1875.96,600.3072,2476.2672
PHOENIX,AZ,85018,386,772,2.43,1875.96,600.3072,2476.2672
BAY POINT,CA,94565,386,772,2.43,1875.96,600.3072,2476.2672
WALNUT CREEK,CA,94595,386,772,2.43,1875.96,600.3072,2476.2672
PHOENIX,AZ,85029,386,772,2.43,1875.96,600.3072,2476.2672
CLAYTON,CA,94517,386,772,2.43,1875.96,600.3072,2476.2672
RIMROCK,AZ,86335,386,772,2.41,1860.52,595.3664,2455.8864
CLOVIS,CA,93612,387,774,2.41,1865.34,596.9088,2462.2488
SUNNYVALE,CA,94087,387,774,2.41,1865.34,596.9088,2462.2488
ANTIOCH,CA,94509,387,774,2.41,1865.34,596.9088,2462.2488
PINOLE,CA,94564,387,774,2.41,1865.34,596.9088,2462.2488
PITTSBURG,CA,94565,387,774,2.41,1865.34,596.9088,2462.2488
SAN LEANDRO,CA,94578,387,774,2.41,1865.34,596.9088,2462.2488
SUNOL,CA,94586,387,774,2.41,1865.34,596.9088,2462.2488
PHOENIX,AZ,85004,387,774,2.41,1865.34,596.9088,2462.2488
GLENDALE,AZ,85302,387,774,2.41,1865.34,596.9088,2462.2488
OAKLAND,CA,94603,387,774,2.41,1865.34,596.9088,2462.2488
EL GRANADA,CA,94018,387,774,2.41,1865.34,596.9088,2462.2488
DIAMOND SPRINGS,CA,95619,387,774,2.41,1865.34,596.9088,2462.2488
NAPA,CA,94558,387,774,2.41,1865.34,596.9088,2462.2488
TWIN BRIDGES,CA,95735,387,774,2.41,1865.34,596.9088,2462.2488
TACNA,AZ,85352,388,776,2.41,1870.16,598.4512,2468.6112
PITTSBURG,CA,94565,388,776,2.41,1870.16,598.4512,2468.6112
COPPEROPOLIS,CA,95228,388,776,2.41,1870.16,598.4512,2468.6112
GILA BEND,AZ,85337,388,776,2.41,1870.16,598.4512,2468.6112
PORT COSTA,CA,94569,388,776,2.41,1870.16,598.4512,2468.6112
MESA,AZ,85202,388,776,2.41,1870.16,598.4512,2468.6112
AUBURN,CA,95603,388,776,2.41,1870.16,598.4512,2468.6112
SAN JOSE,CA,95117,389,778,2.41,1874.98,599.9936,2474.9736
HAYWARD,CA,94544,389,778,2.41,1874.98,599.9936,2474.9736
RUTHERFORD,CA,94573,389,778,2.41,1874.98,599.9936,2474.9736
VOLCANO,CA,95689,389,778,2.41,1874.98,599.9936,2474.9736
OAKLAND,CA,94612,389,778,2.41,1874.98,599.9936,2474.9736
MC FARLAND,CA,93250,390,780,2.41,1879.8,601.536,2481.336
PHOENIX,AZ,85032,390,780,2.41,1879.8,601.536,2481.336
PHOENIX,AZ,85031,390,780,2.41,1879.8,601.536,2481.336
PHOENIX,AZ,85020,390,780,2.41,1879.8,601.536,2481.336
OAKLAND,CA,94619,390,780,2.41,1879.8,601.536,2481.336
WESTPORT,CA,95488,390,780,2.41,1879.8,601.536,2481.336
PHOENIX,AZ,85020,391,782,2.41,1884.62,603.0784,2487.6984
FREMONT,CA,94539,391,782,2.41,1884.62,603.0784,2487.6984
PHOENIX,AZ,85050,391,782,2.41,1884.62,603.0784,2487.6984
WHEATLAND,CA,95692,391,782,2.41,1884.62,603.0784,2487.6984
EMPIRE,CA,95319,392,784,2.41,1889.44,604.6208,2494.0608
PESCADERO,CA,94060,392,784,2.41,1889.44,604.6208,2494.0608
HALF MOON BAY,CA,94019,392,784,2.41,1889.44,604.6208,2494.0608
KNIGHTSEN,CA,94548,392,784,2.41,1889.44,604.6208,2494.0608
BELMONT,CA,94002,392,784,2.41,1889.44,604.6208,2494.0608
MONTCLAIR,CA,91763,392,784,2.41,1889.44,604.6208,2494.0608
PALO ALTO,CA,94304,393,786,2.41,1894.26,606.1632,2500.4232
BEN LOMOND,CA,95005,393,786,2.41,1894.26,606.1632,2500.4232
CONCORD,CA,94520,393,786,2.41,1894.26,606.1632,2500.4232
FOUNTAIN HILLS,AZ,85268,393,786,2.41,1894.26,606.1632,2500.4232
SAN MATEO,CA,94402,393,786,2.41,1894.26,606.1632,2500.4232
SAN MATEO,CA,94403,393,786,2.41,1894.26,606.1632,2500.4232
SAN RAMON,CA,94583,393,786,2.41,1894.26,606.1632,2500.4232
WALLACE,CA,95254,393,786,2.41,1894.26,606.1632,2500.4232
BETHEL ISLAND,CA,94511,393,786,2.41,1894.26,606.1632,2500.4232
SAN FRANCISCO,CA,94110,393,786,2.41,1894.26,606.1632,2500.4232
CANYON COUNTRY,CA,91387,393,786,2.41,1894.26,606.1632,2500.4232
PHOENIX,AZ,85026,394,788,2.41,1899.08,607.7056,2506.7856
OAKLAND,CA,94610,394,788,2.41,1899.08,607.7056,2506.7856
ALAMEDA,CA,94501,394,788,2.41,1899.08,607.7056,2506.7856
PHOENIX,AZ,85013,395,790,2.41,1903.9,609.248,2513.148
LA CRESCENTA,CA,91214,395,790,2.41,1903.9,609.248,2513.148
PHOENIX,AZ,85021,395,790,2.41,1903.9,609.248,2513.148
TEMPE,AZ,85282,395,790,2.41,1903.9,609.248,2513.148
ANAHEIM,CA,92817,395,790,2.41,1903.9,609.248,2513.148
AROMAS,CA,95004,396,792,2.41,1908.72,610.7904,2519.5104
FREMONT,CA,94539,396,792,2.41,1908.72,610.7904,2519.5104
BULLHEAD CITY,AZ,86442,396,792,2.41,1908.72,610.7904,2519.5104
OAKLAND,CA,94609,396,792,2.41,1908.72,610.7904,2519.5104
MOUNTAIN RANCH,CA,95246,396,792,2.41,1908.72,610.7904,2519.5104
PRESCOTT,AZ,86301,396,792,2.41,1908.72,610.7904,2519.5104
MESA,AZ,85201,396,792,2.41,1908.72,610.7904,2519.5104
EMERYVILLE,CA,94608,396,792,2.41,1908.72,610.7904,2519.5104
CONCORD,CA,94521,396,792,2.41,1908.72,610.7904,2519.5104
OAKLEY,CA,94561,396,792,2.41,1908.72,610.7904,2519.5104
YOLO,CA,95697,396,792,2.41,1908.72,610.7904,2519.5104
UNION CITY,CA,94587,397,794,2.41,1913.54,612.3328,2525.8728
LAFAYETTE,CA,94549,397,794,2.41,1913.54,612.3328,2525.8728
RUMSEY,CA,95679,397,794,2.41,1913.54,612.3328,2525.8728
HERCULES,CA,94547,397,794,2.41,1913.54,612.3328,2525.8728
VALLEY FORD,CA,94972,397,794,2.41,1913.54,612.3328,2525.8728
BORON,CA,93516,398,796,2.41,1918.36,613.8752,2532.2352
MESA,AZ,85209,398,796,2.41,1918.36,613.8752,2532.2352
SAN LEANDRO,CA,94577,399,798,2.41,1923.18,615.4176,2538.5976
FORESTHILL,CA,95631,399,798,2.41,1923.18,615.4176,2538.5976
OAKLAND,CA,94601,399,798,2.41,1923.18,615.4176,2538.5976
WALNUT CREEK,CA,94596,399,798,2.41,1923.18,615.4176,2538.5976
WINKELMAN,AZ,85192,399,798,2.41,1923.18,615.4176,2538.5976
FOSTER CITY,CA,94404,399,798,2.41,1923.18,615.4176,2538.5976
ALAMEDA,CA,94501,399,798,2.41,1923.18,615.4176,2538.5976
OAKLAND,CA,94602,399,798,2.41,1923.18,615.4176,2538.5976
OAKLAND,CA,94605,399,798,2.41,1923.18,615.4176,2538.5976
GRANITE BAY,CA,95746,399,798,2.41,1923.18,615.4176,2538.5976
EL DORADO,CA,95623,399,798,2.41,1923.18,615.4176,2538.5976
CITRUS HEIGHTS,CA,95621,399,798,2.41,1923.18,615.4176,2538.5976
LA HONDA,CA,94020,399,798,2.41,1923.18,615.4176,2538.5976
SACRAMENTO,CA,95827,399,798,2.41,1923.18,615.4176,2538.5976
MESA,AZ,85215,399,798,2.41,1923.18,615.4176,2538.5976
COTTONWOOD,AZ,86326,399,798,2.41,1923.18,615.4176,2538.5976
WEIMAR,CA,95736,399,798,2.41,1923.18,615.4176,2538.5976
SURPRISE,AZ,85374,400,800,2.41,1928,616.96,2544.96
SELIGMAN,AZ,86337,400,800,2.41,1928,616.96,2544.96
AVERY,CA,95224,400,800,2.41,1928,616.96,2544.96
SALINAS,CA,93908,400,800,2.41,1928,616.96,2544.96
COOL,CA,95614,400,800,2.41,1928,616.96,2544.96
OAKLAND,CA,94611,400,800,2.41,1928,616.96,2544.96
OAKLAND,CA,94611,400,800,2.41,1928,616.96,2544.96
BERKELEY,CA,94710,400,800,2.41,1928,616.96,2544.96
MARTINEZ,CA,94553,400,800,2.41,1928,616.96,2544.96
SAN FRANCISCO,CA,94131,400,800,2.41,1928,616.96,2544.96
RIO LINDA,CA,95673,400,800,2.41,1928,616.96,2544.96
PHOENIX,AZ,85048,401,802,2.41,1932.82,618.5024,2551.3224
BRISBANE,CA,94005,401,802,2.41,1932.82,618.5024,2551.3224
BURLINGAME,CA,94010,401,802,2.41,1932.82,618.5024,2551.3224
BURLINGAME,CA,94010,401,802,2.41,1932.82,618.5024,2551.3224
PLEASANT HILL,CA,94523,401,802,2.41,1932.82,618.5024,2551.3224
SCOTTSDALE,AZ,85260,401,802,2.41,1932.82,618.5024,2551.3224
BERKELEY,CA,94704,402,804,2.41,1937.64,620.0448,2557.6848
OAKLAND,CA,94611,402,804,2.41,1937.64,620.0448,2557.6848
LOMA MAR,CA,94021,403,806,2.41,1942.46,621.5872,2564.0472
CAREFREE,AZ,85377,403,806,2.41,1942.46,621.5872,2564.0472
CUPERTINO,CA,95014,403,806,2.41,1942.46,621.5872,2564.0472
SAN MATEO,CA,94401,403,806,2.41,1942.46,621.5872,2564.0472
BERKELEY,CA,94707,403,806,2.41,1942.46,621.5872,2564.0472
PRESCOTT,AZ,86303,403,806,2.41,1942.46,621.5872,2564.0472
SAN GREGORIO,CA,94074,403,806,2.41,1942.46,621.5872,2564.0472
LIVERMORE,CA,94550,403,806,2.41,1942.46,621.5872,2564.0472
TOLUCA LAKE,CA,91602,403,806,2.41,1942.46,621.5872,2564.0472
ELK GROVE,CA,95758,403,806,2.41,1942.46,621.5872,2564.0472
ALAMO,CA,94507,403,806,2.41,1942.46,621.5872,2564.0472
NAPA,CA,94559,404,808,2.41,1947.28,623.1296,2570.4096
SAN FRANCISCO,CA,94129,404,808,2.41,1947.28,623.1296,2570.4096
RICHMOND,CA,94804,404,808,2.41,1947.28,623.1296,2570.4096
ELK GROVE,CA,95624,404,808,2.41,1947.28,623.1296,2570.4096
VACAVILLE,CA,95688,404,808,2.41,1947.28,623.1296,2570.4096
LAVEEN,AZ,85339,405,810,2.41,1952.1,624.672,2576.772
REDWOOD CITY,CA,94061,405,810,2.41,1952.1,624.672,2576.772
BURLINGAME,CA,94010,405,810,2.41,1952.1,624.672,2576.772
RICHMOND,CA,94801,405,810,2.41,1952.1,624.672,2576.772
SAN FRANCISCO,CA,94122,405,810,2.41,1952.1,624.672,2576.772
MESA,AZ,85209,405,810,2.41,1952.1,624.672,2576.772
WEST SACRAMENTO,CA,95799,405,810,2.41,1952.1,624.672,2576.772
PHOENIX,AZ,85009,406,812,2.41,1956.92,626.2144,2583.1344
STANFORD,CA,94305,406,812,2.41,1956.92,626.2144,2583.1344
BERKELEY,CA,94704,406,812,2.41,1956.92,626.2144,2583.1344
CHANDLER,AZ,85225,406,812,2.41,1956.92,626.2144,2583.1344
DIABLO,CA,94528,406,812,2.41,1956.92,626.2144,2583.1344
EL CERRITO,CA,94530,406,812,2.41,1956.92,626.2144,2583.1344
MONTARA,CA,94037,406,812,2.41,1956.92,626.2144,2583.1344
