City,State,Zip input,Miles,Roundtrip miles,RPM,Base rate,Fuel (32%),Linehaul + FSC
RIO OSO,CA,95674,500,1000,2.3,2300,736,3036
EL VERANO,CA,95433,500,1000,2.3,2300,736,3036
STIRLING CITY,CA,95978,500,1000,2.3,2300,736,3036
CAMP MEEKER,CA,95419,500,1000,2.3,2300,736,3036
RACKERBY,CA,95972,501,1002,2.3,2304.6,737.472,3042.072
SKULL VALLEY,AZ,86338,501,1002,2.3,2304.6,737.472,3042.072
SONOMA,CA,95476,501,1002,2.3,2304.6,737.472,3042.072
SODA SPRINGS,CA,95728,502,1004,2.3,2309.2,738.944,3048.144
ARBUCKLE,CA,95912,502,1004,2.3,2309.2,738.944,3048.144
CORNVILLE,AZ,86325,503,1006,2.3,2313.8,740.416,3054.216
TUCSON,AZ,85726,503,1006,2.3,2313.8,740.416,3054.216
SOUTH LAKE TAHOE,CA,96150,503,1006,2.3,2313.8,740.416,3054.216
PAYSON,AZ,85541,504,1008,2.3,2318.4,741.888,3060.288
ARTOIS,CA,95913,505,1010,2.3,2323,743.36,3066.36
CHALLENGE,CA,95925,505,1010,2.3,2323,743.36,3066.36
WESTWOOD,CA,96137,505,1010,2.3,2323,743.36,3066.36
CAZADERO,CA,95421,506,1012,2.3,2327.6,744.832,3072.432
JANESVILLE,CA,96114,506,1012,2.3,2327.6,744.832,3072.432
TUCSON,AZ,85706,507,1014,2.3,2332.2,746.304,3078.504
TAHOE VISTA,CA,96148,507,1014,2.3,2332.2,746.304,3078.504
SOUTH LAKE TAHOE,CA,96150,507,1014,2.3,2332.2,746.304,3078.504
SMARTSVILLE,CA,95977,507,1014,2.3,2332.2,746.304,3078.504
COLFAX,CA,95713,508,1016,2.3,2336.8,747.776,3084.576
WINDSOR,CA,95492,508,1016,2.3,2336.8,747.776,3084.576
FREDONIA,AZ,86022,508,1016,2.3,2336.8,747.776,3084.576
HEBER,AZ,85928,508,1016,2.3,2336.8,747.776,3084.576
TUCSON,AZ,85704,509,1018,2.3,2341.4,749.248,3090.648
CLEARLAKE OAKS,CA,95423,509,1018,2.3,2341.4,749.248,3090.648
WOODRUFF,AZ,85942,509,1018,2.3,2341.4,749.248,3090.648
GLENHAVEN,CA,95443,510,1020,2.3,2346,750.72,3096.72
ELK CREEK,CA,95939,511,1022,2.3,2350.6,752.192,3102.792
CLAYPOOL,AZ,85532,511,1022,2.3,2350.6,752.192,3102.792
GRIZZLY FLATS,CA,95636,512,1024,2.3,2355.2,753.664,3108.864
OROVILLE,CA,95965,512,1024,2.3,2355.2,753.664,3108.864
LIVE OAK,CA,95953,512,1024,2.3,2355.2,753.664,3108.864
DUNCAN,AZ,85534,512,1024,2.3,2355.2,753.664,3108.864
MARYSVILLE,CA,95901,513,1026,2.3,2359.8,755.136,3114.936
BROWNS VALLEY,CA,95918,513,1026,2.3,2359.8,755.136,3114.936
GRAND CANYON,AZ,86023,513,1026,2.3,2359.8,755.136,3114.936
SOUTH LAKE TAHOE,CA,96150,513,1026,2.3,2359.8,755.136,3114.936
MCNARY,AZ,85930,513,1026,2.3,2359.8,755.136,3114.936
MOUNT LEMMON,AZ,85619,513,1026,2.3,2359.8,755.136,3114.936
TAHOE CITY,CA,96145,514,1028,2.3,2364.4,756.608,3121.008
OLIVEHURST,CA,95961,515,1030,2.3,2369,758.08,3127.08
PENNGROVE,CA,94951,516,1032,2.3,2373.6,759.552,3133.152
KAIBETO,AZ,86053,516,1032,2.3,2373.6,759.552,3133.152
SAHUARITA,AZ,85629,517,1034,2.3,2378.2,761.024,3139.224
QUINCY,CA,95971,518,1036,2.3,2382.8,762.496,3145.296
DORRIS,CA,96023,518,1036,2.3,2382.8,762.496,3145.296
SAINT DAVID,AZ,85630,519,1038,2.3,2387.4,763.968,3151.368
ELVERTA,CA,95626,520,1040,2.3,2392,765.44,3157.44
MAYER,AZ,86333,520,1040,2.3,2392,765.44,3157.44
BELVEDERE TIBURON,CA,94920,522,1044,2.3,2401.2,768.384,3169.584
CALPELLA,CA,95418,522,1044,2.3,2401.2,768.384,3169.584
REDDING,CA,96001,522,1044,2.3,2401.2,768.384,3169.584
WILLOW CREEK,CA,95573,522,1044,2.3,2401.2,768.384,3169.584
TUCSON,AZ,85708,523,1046,2.3,2405.8,769.856,3175.656
SAN SIMON,AZ,85632,523,1046,2.3,2405.8,769.856,3175.656
ELFRIDA,AZ,85610,524,1048,2.3,2410.4,771.328,3181.728
YOSEMITE NATIONAL PARK,CA,95389,525,1050,2.3,2415,772.8,3187.8
TUMACACORI,AZ,85640,525,1050,2.3,2415,772.8,3187.8
MAMMOTH,AZ,85618,525,1050,2.3,2415,772.8,3187.8
RANCHO CUCAMONGA,CA,91701,525,1050,2.3,2415,772.8,3187.8
MUNDS PARK,AZ,86017,526,1052,2.3,2419.6,774.272,3193.872
POLLOCK PINES,CA,95726,527,1054,2.3,2424.2,775.744,3199.944
FULTON,CA,95439,527,1054,2.3,2424.2,775.744,3199.944
TAHOMA,CA,96142,527,1054,2.3,2424.2,775.744,3199.944
DURHAM,CA,95938,527,1054,2.3,2424.2,775.744,3199.944
LAKESIDE,AZ,85929,527,1054,2.3,2424.2,775.744,3199.944
AMADO,AZ,85645,528,1056,2.3,2428.8,777.216,3206.016
BURNT RANCH,CA,95527,528,1056,2.3,2428.8,777.216,3206.016
RAVENDALE,CA,96123,529,1058,2.3,2433.4,778.688,3212.088
SHASTA LAKE,CA,96089,530,1060,2.3,2438,780.16,3218.16
HAYFORK,CA,96041,530,1060,2.3,2438,780.16,3218.16
SANTEE,CA,92071,531,1062,2.3,2442.6,781.632,3224.232
LOWER LAKE,CA,95457,532,1064,2.3,2447.2,783.104,3230.304
SIERRA CITY,CA,96125,532,1064,2.3,2447.2,783.104,3230.304
MANY FARMS,AZ,86538,532,1064,2.3,2447.2,783.104,3230.304
UKIAH,CA,95482,533,1066,2.3,2451.8,784.576,3236.376
KENWOOD,CA,95452,533,1066,2.3,2451.8,784.576,3236.376
HAYDEN,AZ,85135,534,1068,2.3,2456.4,786.048,3242.448
FORT BIDWELL,CA,96112,534,1068,2.3,2456.4,786.048,3242.448
CASTELLA,CA,96017,534,1068,2.3,2456.4,786.048,3242.448
MAXWELL,CA,95955,535,1070,2.3,2461,787.52,3248.52
GLEN ELLEN,CA,95442,535,1070,2.3,2461,787.52,3248.52
LAKEPORT,CA,95453,535,1070,2.3,2461,787.52,3248.52
YREKA,CA,96097,537,1074,2.3,2470.2,790.464,3260.664
MC NEAL,AZ,85617,538,1076,2.3,2474.8,791.936,3266.736
DAVIS CREEK,CA,96108,539,1078,2.3,2479.4,793.408,3272.808
ORACLE,AZ,85623,539,1078,2.3,2479.4,793.408,3272.808
HOTEVILLA,AZ,86030,539,1078,2.3,2479.4,793.408,3272.808
APPLEGATE,CA,95703,540,1080,2.3,2484,794.88,3278.88
DIAMOND BAR,CA,91765,540,1080,2.3,2484,794.88,3278.88
CHINO,CA,91708,540,1080,2.3,2484,794.88,3278.88
TUCSON,AZ,85705,540,1080,2.3,2484,794.88,3278.88
TOMBSTONE,AZ,85638,542,1084,2.3,2493.2,797.824,3291.024
SELLS,AZ,85634,542,1084,2.3,2493.2,797.824,3291.024
ETNA,CA,96027,542,1084,2.3,2493.2,797.824,3291.024
PENN VALLEY,CA,95946,543,1086,2.3,2497.8,799.296,3297.096
GRIDLEY,CA,95948,544,1088,2.3,2502.4,800.768,3303.168
MERIDIAN,CA,95957,544,1088,2.3,2502.4,800.768,3303.168
LOOKOUT,CA,96054,544,1088,2.3,2502.4,800.768,3303.168
NUBIEBER,CA,96068,544,1088,2.3,2502.4,800.768,3303.168
HOLBROOK,AZ,86025,544,1088,2.3,2502.4,800.768,3303.168
OCCIDENTAL,CA,95465,545,1090,2.3,2507,802.24,3309.24
TRINITY CENTER,CA,96091,547,1094,2.3,2516.2,805.184,3321.384
TUCSON,AZ,85741,547,1094,2.3,2516.2,805.184,3321.384
GUALALA,CA,95445,548,1096,2.3,2520.8,806.656,3327.456
NACO,AZ,85620,548,1096,2.3,2520.8,806.656,3327.456
CORNING,CA,96021,548,1096,2.3,2520.8,806.656,3327.456
BIG BEND,CA,96011,548,1096,2.3,2520.8,806.656,3327.456
WALNUT CREEK,CA,94598,549,1098,2.3,2525.4,808.128,3333.528
ROUGH AND READY,CA,95975,549,1098,2.3,2525.4,808.128,3333.528
MIAMI,AZ,85539,549,1098,2.3,2525.4,808.128,3333.528
NELSON,CA,95958,550,1100,2.3,2530,809.6,3339.6
MORENCI,AZ,85540,551,1102,2.3,2534.6,811.072,3345.672
RIO RICO,AZ,85648,551,1102,2.3,2534.6,811.072,3345.672
ROOSEVELT,AZ,85545,553,1106,2.3,2543.8,814.016,3357.816
RILLITO,AZ,85654,553,1106,2.3,2543.8,814.016,3357.816
CHINO HILLS,CA,91709,553,1106,2.3,2543.8,814.016,3357.816
ARNOLD,CA,95223,554,1108,2.3,2548.4,815.488,3363.888
WILLITS,CA,95490,555,1110,2.3,2553,816.96,3369.96
PRINCETON,CA,95970,555,1110,2.3,2553,816.96,3369.96
HOPLAND,CA,95449,556,1112,2.3,2557.6,818.432,3376.032
YOUNG,AZ,85554,557,1114,2.3,2562.2,819.904,3382.104
SHASTA,CA,96087,557,1114,2.3,2562.2,819.904,3382.104
PASKENTA,CA,96074,558,1116,2.3,2566.8,821.376,3388.176
POINT ARENA,CA,95468,560,1120,2.3,2576,824.32,3400.32
WHITERIVER,AZ,85941,560,1120,2.3,2576,824.32,3400.32
WEED,CA,96094,560,1120,2.3,2576,824.32,3400.32
LOYALTON,CA,96118,560,1120,2.3,2576,824.32,3400.32
NICE,CA,95464,561,1122,2.3,2580.6,825.792,3406.392
HOMEWOOD,CA,96141,561,1122,2.3,2580.6,825.792,3406.392
MARBLE CANYON,AZ,86036,561,1122,2.3,2580.6,825.792,3406.392
GLOBE,AZ,85501,562,1124,2.3,2585.2,827.264,3412.464
ALTURAS,CA,96101,562,1124,2.3,2585.2,827.264,3412.464
BISBEE,AZ,85603,562,1124,2.3,2585.2,827.264,3412.464
SNOWFLAKE,AZ,85937,562,1124,2.3,2585.2,827.264,3412.464
MCARTHUR,CA,96056,562,1124,2.3,2585.2,827.264,3412.464
YORKVILLE,CA,95494,563,1126,2.3,2589.8,828.736,3418.536
POLACCA,AZ,86042,564,1128,2.3,2594.4,830.208,3424.608
GREEN VALLEY,AZ,85614,564,1128,2.3,2594.4,830.208,3424.608
CHICO,CA,95926,565,1130,2.3,2599,831.68,3430.68
PIMA,AZ,85543,566,1132,2.3,2603.6,833.152,3436.752
TONTO BASIN,AZ,85553,566,1132,2.3,2603.6,833.152,3436.752
SANTA ROSA,CA,95407,566,1132,2.3,2603.6,833.152,3436.752
DRAGOON,AZ,85609,566,1132,2.3,2603.6,833.152,3436.752
EUREKA,CA,95501,566,1132,2.3,2603.6,833.152,3436.752
CHINLE,AZ,86503,566,1132,2.3,2603.6,833.152,3436.752
MANCHESTER,CA,95459,567,1134,2.3,2608.2,834.624,3442.824
HAPPY CAMP,CA,96039,567,1134,2.3,2608.2,834.624,3442.824
MONTE RIO,CA,95462,568,1136,2.3,2612.8,836.096,3448.896
JUNCTION CITY,CA,96048,569,1138,2.3,2617.4,837.568,3454.968
SEBASTOPOL,CA,95472,570,1140,2.3,2622,839.04,3461.04
MENDOCINO,CA,95460,570,1140,2.3,2622,839.04,3461.04
MEADOW VISTA,CA,95722,570,1140,2.3,2622,839.04,3461.04
MONTGOMERY CREEK,CA,96065,570,1140,2.3,2622,839.04,3461.04
COCHISE,AZ,85606,570,1140,2.3,2622,839.04,3461.04
CLIFTON,AZ,85533,571,1142,2.3,2626.6,840.512,3467.112
PAGE,AZ,86040,571,1142,2.3,2626.6,840.512,3467.112
WINSLOW,AZ,86047,571,1142,2.3,2626.6,840.512,3467.112
GAZELLE,CA,96034,572,1144,2.3,2631.2,841.984,3473.184
COMPTCHE,CA,95427,572,1144,2.3,2631.2,841.984,3473.184
OLD STATION,CA,96071,572,1144,2.3,2631.2,841.984,3473.184
OLYMPIC VALLEY,CA,96146,574,1148,2.3,2640.4,844.928,3485.328
CORONA,CA,92877,575,1150,2.3,2645,846.4,3491.4
GRATON,CA,95444,575,1150,2.3,2645,846.4,3491.4
TEMPLE CITY,CA,91780,576,1152,2.3,2649.6,847.872,3497.472
KAYENTA,AZ,86033,576,1152,2.3,2649.6,847.872,3497.472
POMERENE,AZ,85627,577,1154,2.3,2654.2,849.344,3503.544
SUN VALLEY,AZ,86029,577,1154,2.3,2654.2,849.344,3503.544
PINON,AZ,86510,577,1154,2.3,2654.2,849.344,3503.544
BLAIRSDEN GRAEAGLE,CA,96103,578,1156,2.3,2658.8,850.816,3509.616
SIERRAVILLE,CA,96126,578,1156,2.3,2658.8,850.816,3509.616
VINA,CA,96092,578,1156,2.3,2658.8,850.816,3509.616
PHILO,CA,95466,579,1158,2.3,2663.4,852.288,3515.688
DOUGLAS,AZ,85607,581,1162,2.3,2672.6,855.232,3527.832
BLUE,AZ,85922,582,1164,2.3,2677.2,856.704,3533.904
BOWIE,AZ,85605,582,1164,2.3,2677.2,856.704,3533.904
YUBA CITY,CA,95993,582,1164,2.3,2677.2,856.704,3533.904
RIVERSIDE,CA,92501,582,1164,2.3,2677.2,856.704,3533.904
FORT DEFIANCE,AZ,86504,585,1170,2.3,2691,861.12,3552.12
MIRANDA,CA,95553,585,1170,2.3,2691,861.12,3552.12
PEARCE,AZ,85625,586,1172,2.3,2695.6,862.592,3558.192
CHAMBERS,AZ,86502,586,1172,2.3,2695.6,862.592,3558.192
PARKS,AZ,86018,587,1174,2.3,2700.2,864.064,3564.264
DOBBINS,CA,95935,588,1176,2.3,2704.8,865.536,3570.336
PLACENTIA,CA,92871,588,1176,2.3,2704.8,865.536,3570.336
GLENN,CA,95943,589,1178,2.3,2709.4,867.008,3576.408
SUNLAND,CA,91040,589,1178,2.3,2709.4,867.008,3576.408
MCKINLEYVILLE,CA,95519,589,1178,2.3,2709.4,867.008,3576.408
PETRIFIED FOREST NATL PK,AZ,86028,590,1180,2.3,2714,868.48,3582.48
SUSANVILLE,CA,96130,591,1182,2.3,2718.6,869.952,3588.552
LUCERNE,CA,95458,592,1184,2.3,2723.2,871.424,3594.624
BENSON,AZ,85602,592,1184,2.3,2723.2,871.424,3594.624
STANDISH,CA,96128,592,1184,2.3,2723.2,871.424,3594.624
LEWISTON,CA,96052,592,1184,2.3,2723.2,871.424,3594.624
FORT BRAGG,CA,95437,595,1190,2.3,2737,875.84,3612.84
PIRTLEVILLE,AZ,85626,595,1190,2.3,2737,875.84,3612.84
CLAY SPRINGS,AZ,85923,596,1192,2.3,2741.6,877.312,3618.912
OAK RUN,CA,96069,598,1196,2.3,2750.8,880.256,3631.056
LAKE CITY,CA,96115,598,1196,2.3,2750.8,880.256,3631.056
PALO CEDRO,CA,96073,599,1198,2.3,2755.4,881.728,3637.128
BANGOR,CA,95914,601,1202,2.3,2764.6,884.672,3649.272
FINLEY,CA,95435,602,1204,2.3,2769.2,886.144,3655.344
TALMAGE,CA,95481,602,1204,2.3,2769.2,886.144,3655.344
PETROLIA,CA,95558,603,1206,2.3,2773.8,887.616,3661.416
GRAND CANYON,AZ,86023,604,1208,2.3,2778.4,889.088,3667.488
BLUE LAKE,CA,95525,605,1210,2.3,2783,890.56,3673.56
PROBERTA,CA,96078,606,1212,2.3,2787.6,892.032,3679.632
TAYLOR,AZ,85939,606,1212,2.3,2787.6,892.032,3679.632
FILLMORE,CA,93015,606,1212,2.3,2787.6,892.032,3679.632
OVERGAARD,AZ,85933,607,1214,2.3,2792.2,893.504,3685.704
GLENDORA,CA,91740,607,1214,2.3,2792.2,893.504,3685.704
WILLCOX,AZ,85643,609,1218,2.3,2801.4,896.448,3697.848
RIVERSIDE,CA,92507,609,1218,2.3,2801.4,896.448,3697.848
SHOW LOW,AZ,85901,610,1220,2.3,2806,897.92,3703.92
SAN BERNARDINO,CA,92405,611,1222,2.3,2810.6,899.392,3709.992
HUACHUCA CITY,AZ,85616,612,1224,2.3,2815.2,900.864,3716.064
DOYLE,CA,96109,612,1224,2.3,2815.2,900.864,3716.064
SOLOMON,AZ,85551,613,1226,2.3,2819.8,902.336,3722.136
TUBAC,AZ,85646,614,1228,2.3,2824.4,903.808,3728.208
EUREKA,CA,95501,615,1230,2.3,2829,905.28,3734.28
SAN SIMON,AZ,85632,615,1230,2.3,2829,905.28,3734.28
REDCREST,CA,95569,616,1232,2.3,2833.6,906.752,3740.352
FORT APACHE,AZ,85926,617,1234,2.3,2838.2,908.224,3746.424
FERNDALE,CA,95536,618,1236,2.3,2842.8,909.696,3752.496
SEIAD VALLEY,CA,96086,619,1238,2.3,2847.4,911.168,3758.568
REDWAY,CA,95560,619,1238,2.3,2847.4,911.168,3758.568
MAD RIVER,CA,95552,621,1242,2.3,2856.6,914.112,3770.712
KLAMATH,CA,95548,622,1244,2.3,2861.2,915.584,3776.784
GASQUET,CA,95543,623,1246,2.3,2865.8,917.056,3782.856
CEDARVILLE,CA,96104,624,1248,2.3,2870.4,918.528,3788.928
ADIN,CA,96006,624,1248,2.3,2870.4,918.528,3788.928
COVELO,CA,95428,625,1250,2.3,2875,920,3795
EAGAR,AZ,85925,625,1250,2.3,2875,920,3795
CASSEL,CA,96016,625,1250,2.3,2875,920,3795
TEHAMA,CA,96090,627,1254,2.3,2884.2,922.944,3807.144
SAN BERNARDINO,CA,92411,628,1256,2.3,2888.8,924.416,3813.216
SAN BERNARDINO,CA,92403,629,1258,2.3,2893.4,925.888,3819.288
LAKEHEAD,CA,96051,630,1260,2.3,2898,927.36,3825.36
REDDING,CA,96002,630,1260,2.3,2898,927.36,3825.36
MOHAVE VALLEY,AZ,86440,632,1264,2.3,2907.2,930.304,3837.504
BURNEY,CA,96013,634,1268,2.3,2916.4,933.248,3849.648
FOREST KNOLLS,CA,94933,635,1270,2.3,2921,934.72,3855.72
BIG BAR,CA,96010,635,1270,2.3,2921,934.72,3855.72
GREENVIEW,CA,96037,635,1270,2.3,2921,934.72,3855.72
BELLA VISTA,CA,96008,635,1270,2.3,2921,934.72,3855.72
CRESSEY,CA,95312,636,1272,2.3,2925.6,936.192,3861.792
BLUE GAP,AZ,86520,636,1272,2.3,2925.6,936.192,3861.792
SHASTA LAKE,CA,96019,637,1274,2.3,2930.2,937.664,3867.864
FOREST LAKES,AZ,85931,637,1274,2.3,2930.2,937.664,3867.864
GERBER,CA,96035,637,1274,2.3,2930.2,937.664,3867.864
ORICK,CA,95555,637,1274,2.3,2930.2,937.664,3867.864
SAN BERNARDINO,CA,92404,637,1274,2.3,2930.2,937.664,3867.864
MANTON,CA,96059,638,1276,2.3,2934.8,939.136,3873.936
COLEVILLE,CA,96107,638,1276,2.3,2934.8,939.136,3873.936
SAN FRANCISCO,CA,94130,639,1278,2.3,2939.4,940.608,3880.008
ARCATA,CA,95521,639,1278,2.3,2939.4,940.608,3880.008
DENNEHOTSO,AZ,86535,640,1280,2.3,2944,942.08,3886.08
PHOENIX,AZ,85027,641,1282,2.3,2948.6,943.552,3892.152
COLUSA,CA,95932,643,1286,2.3,2957.8,946.496,3904.296
VINEBURG,CA,95487,643,1286,2.3,2957.8,946.496,3904.296
SAN MANUEL,AZ,85631,643,1286,2.3,2957.8,946.496,3904.296
SHASTA LAKE,CA,96019,644,1288,2.3,2962.4,947.968,3910.368
DOUGLAS CITY,CA,96024,644,1288,2.3,2962.4,947.968,3910.368
NOGALES,AZ,85621,646,1292,2.3,2971.6,950.912,3922.512
FALL RIVER MILLS,CA,96028,646,1292,2.3,2971.6,950.912,3922.512
SAINT MICHAELS,AZ,86511,648,1296,2.3,2980.8,953.856,3934.656
INDIAN WELLS,AZ,86031,649,1298,2.3,2985.4,955.328,3940.728
CANBY,CA,96015,649,1298,2.3,2985.4,955.328,3940.728
LOS MOLINOS,CA,96055,652,1304,2.3,2999.2,959.744,3958.944
MORENO VALLEY,CA,92555,652,1304,2.3,2999.2,959.744,3958.944
PLATINA,CA,96076,653,1306,2.3,3003.8,961.216,3965.016
BAYSIDE,CA,95524,653,1306,2.3,3003.8,961.216,3965.016
SCOTT BAR,CA,96085,654,1308,2.3,3008.4,962.688,3971.088
FORT JONES,CA,96032,655,1310,2.3,3013,964.16,3977.16
MONTAGUE,CA,96064,655,1310,2.3,3013,964.16,3977.16
RESEDA,CA,91335,656,1312,2.3,3017.6,965.632,3983.232
NUEVO,CA,92567,656,1312,2.3,3017.6,965.632,3983.232
WHITMORE,CA,96096,657,1314,2.3,3022.2,967.104,3989.304
HYAMPOM,CA,96046,658,1316,2.3,3026.8,968.576,3995.376
MONTEREY PARK,CA,91754,660,1320,2.3,3036,971.52,4007.52
CALLAHAN,CA,96014,660,1320,2.3,3036,971.52,4007.52
SECOND MESA,AZ,86043,661,1322,2.3,3040.6,972.992,4013.592
RED VALLEY,AZ,86544,662,1324,2.3,3045.2,974.464,4019.664
WALNUT,CA,91788,665,1330,2.3,3059,978.88,4037.88
GLOBE,AZ,85501,666,1332,2.3,3063.6,980.352,4043.952
SAINT JOHNS,AZ,85936,666,1332,2.3,3063.6,980.352,4043.952
HOOPA,CA,95546,666,1332,2.3,3063.6,980.352,4043.952
WINDOW ROCK,AZ,86515,668,1336,2.3,3072.8,983.296,4056.096
ORLEANS,CA,95556,668,1336,2.3,3072.8,983.296,4056.096
PHELAN,CA,92371,668,1336,2.3,3072.8,983.296,4056.096
MILLVILLE,CA,96062,668,1336,2.3,3072.8,983.296,4056.096
RED BLUFF,CA,96080,671,1342,2.3,3086.6,987.712,4074.312
FIELDS LANDING,CA,95537,671,1342,2.3,3086.6,987.712,4074.312
CALABASAS,CA,91302,672,1344,2.3,3091.2,989.184,4080.384
THE SEA RANCH,CA,95497,672,1344,2.3,3091.2,989.184,4080.384
EUREKA,CA,95501,672,1344,2.3,3091.2,989.184,4080.384
CIBECUE,AZ,85911,673,1346,2.3,3095.8,990.656,4086.456
LUPTON,AZ,86508,674,1348,2.3,3100.4,992.128,4092.528
DOWNEY,CA,90242,675,1350,2.3,3105,993.6,4098.6
JOSEPH CITY,AZ,86032,677,1354,2.3,3114.2,996.544,4110.744
ALDERPOINT,CA,95511,678,1356,2.3,3118.8,998.016,4116.816
EUREKA,CA,95503,678,1356,2.3,3118.8,998.016,4116.816
SANDERS,AZ,86512,678,1356,2.3,3118.8,998.016,4116.816
COTTONWOOD,CA,96022,678,1356,2.3,3118.8,998.016,4116.816
BRIDGEVILLE,CA,95526,679,1358,2.3,3123.4,999.488,4122.888
MCCLOUD,CA,96057,679,1358,2.3,3123.4,999.488,4122.888
GANADO,AZ,86505,680,1360,2.3,3128,1000.96,4128.96
ROCK POINT,AZ,86545,680,1360,2.3,3128,1000.96,4128.96
FRENCH GULCH,CA,96033,684,1368,2.3,3146.4,1006.848,4153.248
SPRINGERVILLE,AZ,85938,685,1370,2.3,3151,1008.32,4159.32
TOPAWA,AZ,85639,686,1372,2.3,3155.6,1009.792,4165.392
KYKOTSMOVI VILLAGE,AZ,86039,687,1374,2.3,3160.2,1011.264,4171.464
THOUSAND OAKS,CA,91360,687,1374,2.3,3160.2,1011.264,4171.464
WEAVERVILLE,CA,96093,687,1374,2.3,3160.2,1011.264,4171.464
PATAGONIA,AZ,85624,689,1378,2.3,3169.4,1014.208,4183.608
CROMBERG,CA,96103,689,1378,2.3,3169.4,1014.208,4183.608
TEEC NOS POS,AZ,86514,689,1378,2.3,3169.4,1014.208,4183.608
WEOTT,CA,95571,690,1380,2.3,3174,1015.68,4189.68
SALYER,CA,95563,691,1382,2.3,3178.6,1017.152,4195.752
FORTUNA,CA,95540,693,1386,2.3,3187.8,1020.096,4207.896
CONCHO,AZ,85924,693,1386,2.3,3187.8,1020.096,4207.896
TRINIDAD,CA,95570,697,1394,2.3,3206.2,1025.984,4232.184
JURUPA VALLEY,CA,92509,704,1408,2.3,3238.4,1036.288,4274.688
MYERS FLAT,CA,95554,707,1414,2.3,3252.2,1040.704,4292.904
LUKACHUKAI,AZ,86507,712,1424,2.3,3275.2,1048.064,4323.264
HONEYDEW,CA,95545,715,1430,2.3,3289,1052.48,4341.48
MALIBU,CA,90265,719,1438,2.3,3307.4,1058.368,4365.768
MACDOEL,CA,96058,729,1458,2.3,3353.4,1073.088,4426.488
ROUND MOUNTAIN,CA,96084,730,1460,2.3,3358,1074.56,4432.56
MINERAL,CA,96063,734,1468,2.3,3376.4,1080.448,4456.848
SMITH RIVER,CA,95567,739,1478,2.3,3399.4,1087.808,4487.208
PINETOP,AZ,85935,748,1496,2.3,3440.8,1101.056,4541.856
BLOCKSBURG,CA,95514,755,1510,2.3,3473,1111.36,4584.36
CARLOTTA,CA,95528,777,1554,2.3,3574.2,1143.744,4717.944
HORNBROOK,CA,96044,780,1560,2.3,3588,1148.16,4736.16
SAN CARLOS,AZ,85550,950,1900,2.3,4370,1398.4,5768.4
VICTORVILLE,CA,92395,950,1900,2.3,4370,1398.4,5768.4
TUCSON,AZ,85737,950,1900,2.3,4370,1398.4,5768.4
